id,noc,medal
15022,TPE,Silver
15023,CHN,Silver
15024,CHN,Bronze
15025,PRK,Bronze
15026,CHN,Silver
15027,CHN,Silver
15028,CHN,Silver
15029,CHN,Silver
15030,SGP,Silver
15031,SGP,Bronze
15032,CHN,Gold
15033,CHN,Silver
15034,CHN,Silver
15035,CHN,Silver
15036,CHN,Bronze
15037,CHN,Bronze
15038,CHN,Silver
15039,CHN,Gold
15040,CHN,Bronze
15041,CHN,Bronze
15042,CHN,Bronze
15043,CHN,Silver
15044,CHN,Bronze
15045,CHN,Silver
15046,CHN,Gold
15047,CHN,Silver
15048,CHN,Silver
15049,CHN,Bronze
15050,CHN,Silver
15051,CHN,Gold
15052,CHN,Silver
15053,CHN,Gold
15054,CHN,Gold
15055,CHN,Bronze
15056,CHN,Silver
15057,CHN,Silver
15058,CHN,Bronze
15059,CHN,Gold
15060,CHN,Gold
15061,CHN,Silver
15062,CHN,Silver
15063,CHN,Gold
15064,CHN,Gold
15065,CHN,Bronze
15066,CHN,Silver
15067,CHN,Gold
15068,CHN,Gold
15069,CHN,Bronze
15070,CHN,Gold
15071,CHN,Gold
15072,CHN,Silver
15073,CHN,Bronze
15074,CHN,Silver
15075,CHN,Gold
15076,CHN,Bronze
15077,CHN,Gold
15078,CHN,Silver
15079,CHN,Silver
15080,CHN,Gold
15081,CHN,Gold
15082,CHN,Silver
15083,CHN,Gold
15084,CHN,Silver
15085,CHN,Bronze
15086,CHN,Gold
15087,CHN,Gold
15088,CHN,Silver
15089,CHN,Silver
15090,CHN,Bronze
15091,CHN,Gold
15092,CHN,Bronze
15093,CHN,Silver
15094,CHN,Bronze
15095,CHN,Bronze
15096,CHN,Bronze
15097,CHN,Silver
15098,CHN,Silver
15099,CHN,Gold
15100,CHN,Gold
15101,TPE,Silver
15102,UKR,Bronze
15103,TCH,Silver
15104,TCH,Bronze
15105,FRA,Bronze
15106,FRG,Silver
15107,FRG,Bronze
15108,AUT,Silver
15109,TCH,Silver
15110,TCH,Gold
15111,ROU,Bronze
15112,ROU,Silver
15113,POL,Silver
15114,NOR,Bronze
15115,CAN,Bronze
15116,GBR,Bronze
15117,GBR,Gold
15118,USA,Bronze
15119,SWE,Gold
15120,NOR,Gold
15121,NOR,Gold
15122,USA,Bronze
15123,USA,Silver
15124,GDR,Silver
15125,GER,Bronze
15126,SWE,Gold
15127,USA,Gold
15128,GER,Gold
15129,GER,Silver
15130,USA,Gold
15131,USA,Gold
15132,CAN,Gold
15133,USA,Gold
15134,USA,Silver
15135,CAN,Bronze
15136,FRA,Bronze
15137,NED,Gold
15138,FIN,Silver
15139,URS,Gold
15140,RUS,Bronze
15141,ETH,Silver
15142,BRA,Bronze
15143,SWE,Bronze
15144,USA,Gold
15145,SWE,Silver
15146,FIN,Silver
15147,SWE,Bronze
15148,SWE,Gold
15149,USA,Gold
15150,USA,Silver
15151,USA,Gold
15152,FIN,Bronze
15153,INA,Bronze
15154,CAN,Silver
15155,TPE,Silver
15156,CHN,Bronze
15157,CHN,Gold
15158,CHN,Gold
15159,TPE,Silver
15160,CHN,Gold
15161,CHN,Silver
15162,CHN,Gold
15163,CHN,Silver
15164,CHN,Bronze
15165,CHN,Gold
15166,CHN,Silver
15167,CHN,Silver
15168,TPE,Bronze
15169,CHN,Gold
15170,CHN,Bronze
15171,CHN,Gold
15172,CHN,Gold
15173,CUB,Gold
15174,CUB,Gold
15175,CUB,Silver
15176,ROU,Gold
15177,USA,Bronze
15178,AUS,Bronze
15179,SWE,Gold
15180,SWE,Gold
15181,SWE,Bronze
15182,SWE,Silver
15183,USA,Gold
15184,USA,Gold
15185,USA,Silver
15186,USA,Silver
15187,FIN,Bronze
15188,SWE,Gold
15189,SWE,Gold
15190,SWE,Silver
15191,SWE,Bronze
15192,CAN,Silver
15193,USA,Bronze
15194,USA,Gold
15195,SWE,Bronze
15196,SWE,Gold
15197,SWE,Silver
15198,SWE,Silver
15199,SWE,Bronze
15200,SWE,Gold
15201,SWE,Bronze
15202,SWE,Silver
15203,SWE,Bronze
15204,SWE,Bronze
15205,SWE,Gold
15206,SWE,Silver
15207,FIN,Bronze
15208,FIN,Bronze
15209,DEN,Gold
15210,DEN,Silver
15211,USA,Silver
15212,FIN,Bronze
15213,SWE,Silver
15214,SWE,Silver
15215,SWE,Silver
15216,SWE,Silver
15217,FIN,Bronze
15218,FIN,Silver
15219,SWE,Bronze
15220,SWE,Bronze
15221,USA,Silver
15222,RUS,Bronze
15223,USA,Gold
15224,SWE,Gold
15225,SWE,Silver
15226,SWE,Silver
15227,SWE,Bronze
15228,GER,Silver
15229,GER,Bronze
15230,GDR,Silver
15231,CAN,Gold
15232,SWE,Silver
15233,SWE,Silver
15234,SWE,Bronze
15235,SWE,Silver
15236,CAN,Silver
15237,CAN,Gold
15238,USA,Bronze
15239,FIN,Bronze
15240,GBR,Gold
15241,GBR,Silver
15242,GBR,Gold
15243,GBR,Silver
15244,GBR,Silver
15245,GBR,Silver
15246,FIN,Bronze
15247,SWE,Silver
15248,SWE,Gold
15249,SWE,Bronze
15250,GBR,Bronze
15251,CHN,Silver
15252,URS,Gold
15253,AUT,Gold
15254,AUT,Gold
15255,AUT,Silver
15256,AUT,Gold
15257,AUT,Gold
15258,AUT,Silver
15259,FRG,Silver
15260,GER,Bronze
15261,GER,Bronze
15262,GER,Bronze
15263,URS,Gold
15264,FIN,Bronze
15265,USA,Silver
15266,USA,Gold
15267,FIN,Bronze
15268,BRA,Gold
15269,GDR,Silver
15270,NED,Bronze
15271,NED,Bronze
15272,NED,Silver
15273,CAN,Gold
15274,FRA,Silver
15275,FRA,Silver
15276,GRE,Silver
15277,GEO,Bronze
15278,GEO,Silver
15279,URS,Gold
15280,USA,Gold
15281,RUS,Gold
15282,YUG,Silver
15283,USA,Bronze
15284,USA,Silver
15285,NED,Silver
15286,FIN,Silver
15287,URS,Silver
15288,URS,Bronze
15289,NOR,Silver
15290,POL,Silver
15291,GER,Bronze
15292,RUS,Bronze
15293,URS,Silver
15294,URS,Silver
15295,URS,Silver
15296,URS,Silver
15297,URS,Silver
15298,TCH,Silver
15299,BEL,Silver
15300,BEL,Bronze
15301,URS,Gold
15302,GBR,Bronze
15303,URS,Gold
15304,CAN,Silver
15305,GBR,Silver
15306,GBR,Gold
15307,HUN,Gold
15308,URS,Silver
15309,URS,Silver
15310,URS,Gold
15311,RUS,Silver
15312,GER,Gold
15313,CHN,Silver
15314,CHN,Gold
15315,CHN,Gold
15316,CHN,Gold
15317,CHN,Gold
15318,CHN,Bronze
15319,CHN,Silver
15320,CHN,Gold
15321,CHN,Gold
15322,CHN,Bronze
15323,CHN,Silver
15324,CHN,Silver
15325,CHN,Bronze
15326,TPE,Silver
15327,CHN,Bronze
15328,CHN,Bronze
15329,CHN,Silver
15330,CHN,Bronze
15331,CHN,Silver
15332,CHN,Gold
15333,CHN,Bronze
15334,CHN,Silver
15335,CHN,Silver
15336,CHN,Silver
15337,CHN,Gold
15338,CHN,Bronze
15339,CHN,Gold
15340,CHN,Bronze
15341,CHN,Gold
15342,CHN,Silver
15343,CHN,Silver
15344,CHN,Gold
15345,CHN,Bronze
15346,CHN,Bronze
15347,CHN,Bronze
15348,CHN,Silver
15349,CHN,Bronze
15350,CHN,Bronze
15351,CHN,Bronze
15352,CHN,Gold
15353,USA,Gold
15354,USA,Silver
15355,USA,Bronze
15356,USA,Silver
15357,USA,Silver
15358,URS,Gold
15359,SWE,Gold
15360,DEN,Bronze
15361,AUS,Bronze
15362,AUS,Gold
15363,USA,Bronze
15364,ITA,Silver
15365,USA,Silver
15366,USA,Silver
15367,USA,Silver
15368,AUS,Bronze
15369,AUS,Bronze
15370,AUS,Silver
15371,CRO,Bronze
15372,SWE,Gold
15373,SWE,Silver
15374,SWE,Gold
15375,SWE,Bronze
15376,SWE,Silver
15377,AZE,Bronze
15378,ESP,Gold
15379,ESP,Silver
15380,ESP,Gold
15381,ESP,Silver
15382,FRA,Silver
15383,ESP,Silver
15384,ESP,Silver
15385,USA,Gold
15386,JAM,Bronze
15387,USA,Gold
15388,USA,Gold
15389,USA,Bronze
15390,GBR,Silver
15391,AUS,Silver
15392,GBR,Silver
15393,GBR,Bronze
15394,JAM,Bronze
15395,JAM,Bronze
15396,ESP,Silver
15397,ESP,Bronze
15398,TPE,Silver
15399,TPE,Silver
15400,NZL,Silver
15401,NZL,Gold
15402,NZL,Gold
15403,ROU,Bronze
15404,CAN,Silver
15405,URS,Gold
15406,RUS,Silver
15407,RUS,Silver
15408,RUS,Bronze
15409,RUS,Silver
15410,FRA,Bronze
15411,RUS,Silver
15412,RUS,Bronze
15413,USA,Gold
15414,URS,Gold
15415,RUS,Bronze
15416,RUS,Bronze
15417,ITA,Gold
15418,GER,Gold
15419,GER,Gold
15420,GER,Gold
15421,SUI,Bronze
15422,GER,Silver
15423,USA,Gold
15424,USA,Silver
15425,USA,Gold
15426,USA,Gold
15427,USA,Bronze
15428,USA,Bronze
15429,USA,Silver
15430,USA,Gold
15431,USA,Bronze
15432,USA,Silver
15433,USA,Gold
15434,USA,Gold
15435,GBR,Gold
15436,USA,Gold
15437,AUS,Silver
15438,AUS,Silver
15439,FRA,Gold
15440,ITA,Bronze
15441,USA,Silver
15442,GDR,Silver
15443,FRG,Bronze
15444,GER,Bronze
15445,TCH,Silver
15446,TCH,Silver
15447,TCH,Bronze
15448,GER,Silver
15449,USA,Gold
15450,SWE,Bronze
15451,SWE,Bronze
15452,SWE,Bronze
15453,SWE,Bronze
15454,AUS,Silver
15455,USA,Silver
15456,USA,Gold
15457,USA,Gold
15458,USA,Gold
15459,GBR,Gold
15460,CAN,Bronze
15461,GBR,Silver
15462,NED,Bronze
15463,NED,Silver
15464,ROU,Silver
15465,URS,Gold
15466,URS,Gold
15467,GER,Silver
15468,SUI,Bronze
15469,SUI,Bronze
15470,GDR,Gold
15471,GDR,Gold
15472,SWE,Silver
15473,URS,Bronze
15474,URS,Gold
15475,GDR,Silver
15476,UKR,Gold
15477,UKR,Gold
15478,URS,Gold
15479,URS,Gold
15480,URS,Silver
15481,NED,Gold
15482,NED,Gold
15483,BEL,Bronze
15484,ITA,Gold
15485,URU,Bronze
15486,SWE,Silver
15487,FIN,Bronze
15488,FIN,Bronze
15489,GRE,Bronze
15490,CRO,Silver
15491,SCG,Silver
15492,GBR,Silver
15493,GBR,Bronze
15494,BEL,Bronze
15495,GER,Silver
15496,AUS,Bronze
15497,USA,Gold
15498,CHN,Gold
15499,CHN,Gold
15500,FRA,Silver
15501,FRA,Bronze
15502,GBR,Gold
15503,FIN,Bronze
15504,FIN,Gold
15505,GBR,Gold
15506,ITA,Gold
15507,SWE,Gold
15508,SWE,Bronze
15509,SWE,Bronze
15510,SWE,Gold
15511,CAN,Gold
15512,USA,Gold
15513,USA,Silver
15514,USA,Bronze
15515,URS,Gold
15516,TCH,Bronze
15517,SUI,Gold
15518,URS,Silver
15519,YUG,Gold
15520,URS,Bronze
15521,POR,Gold
15522,CAN,Bronze
15523,CUB,Gold
15524,ARG,Silver
15525,USA,Bronze
15526,ESP,Silver
15527,ARG,Silver
15528,MEX,Silver
15529,ESP,Silver
15530,ARG,Gold
15531,ESP,Gold
15532,ESP,Silver
15533,ESP,Silver
15534,ESP,Gold
15535,USA,Silver
15536,ESP,Bronze
15537,CUB,Bronze
15538,ESP,Silver
15539,ESP,Bronze
15540,USA,Gold
15541,USA,Gold
15542,USA,Bronze
15543,ESP,Bronze
15544,ESP,Gold
15545,ITA,Silver
15546,RUS,Silver
15547,FRA,Silver
15548,HUN,Gold
15549,SWE,Bronze
15550,SWE,Bronze
15551,URS,Bronze
15552,URS,Silver
15553,DEN,Silver
15554,GDR,Bronze
15555,GDR,Gold
15556,USA,Silver
15557,USA,Bronze
15558,GER,Bronze
15559,GER,Silver
15560,BEL,Silver
15561,GER,Silver
15562,SUI,Gold
15563,URS,Gold
15564,FRG,Gold
15565,GDR,Bronze
15566,AUT,Bronze
15567,CRO,Gold
15568,CRO,Gold
15569,CRO,Bronze
15570,URS,Silver
15571,URS,Gold
15572,USA,Silver
15573,EST,Silver
15574,URS,Silver
15575,NED,Bronze
15576,NED,Silver
15577,NED,Silver
15578,USA,Gold
15579,GER,Silver
15580,CHN,Silver
15581,CHN,Silver
15582,CHN,Gold
15583,CHN,Bronze
15584,CHN,Gold
15585,RSA,Bronze
15586,CAN,Silver
15587,USA,Silver
15588,USA,Gold
15589,USA,Gold
15590,USA,Gold
15591,USA,Gold
15592,USA,Silver
15593,USA,Bronze
15594,USA,Silver
15595,GRE,Gold
15596,GBR,Bronze
15597,GBR,Gold
15598,HUN,Bronze
15599,URS,Bronze
15600,USA,Gold
15601,GBR,Silver
15602,USA,Bronze
15603,USA,Gold
15604,ARG,Gold
15605,ARG,Silver
15606,USA,Gold
15607,URU,Bronze
15608,URS,Silver
15609,SWE,Silver
15610,SWE,Silver
15611,ROU,Bronze
15612,ROU,Bronze
15613,ROU,Silver
15614,YUG,Silver
15615,AUS,Silver
15616,CAN,Silver
15617,USA,Gold
15618,USA,Silver
15619,GBR,Bronze
15620,GBR,Gold
15621,GBR,Gold
15622,GDR,Silver
15623,USA,Bronze
15624,USA,Bronze
15625,GDR,Silver
15626,GDR,Gold
15627,GBR,Silver
15628,USA,Gold
15629,HUN,Silver
15630,ITA,Gold
15631,ITA,Gold
15632,USA,Bronze
15633,ESP,Bronze
15634,ESP,Bronze
15635,ESP,Bronze
15636,ESP,Bronze
15637,ESP,Silver
15638,YUG,Silver
15639,URS,Bronze
15640,NOR,Gold
15641,NOR,Bronze
15642,NOR,Bronze
15643,NOR,Gold
15644,CHN,Silver
15645,CHN,Gold
15646,CHN,Bronze
15647,CHN,Silver
15648,CHN,Bronze
15649,CHN,Gold
15650,CHN,Silver
15651,CHN,Gold
15652,CHN,Silver
15653,CHN,Gold
15654,CHN,Silver
15655,CHN,Bronze
15656,CHN,Silver
15657,TPE,Bronze
15658,CHN,Gold
15659,CHN,Silver
15660,CHN,Bronze
15661,BRA,Gold
15662,BRA,Gold
15663,POL,Gold
15664,GER,Silver
15665,POL,Gold
15666,USA,Gold
15667,FRA,Silver
15668,TCH,Bronze
15669,FRG,Bronze
15670,BRA,Gold
15671,BRA,Bronze
15672,BRA,Silver
15673,CHI,Bronze
15674,USA,Gold
15675,GBR,Silver
15676,ITA,Bronze
15677,ITA,Bronze
15678,ITA,Gold
15679,ITA,Gold
15680,ARG,Bronze
15681,ARG,Silver
15682,GBR,Bronze
15683,GER,Silver
15684,GER,Gold
15685,GER,Gold
15686,GER,Silver
15687,GER,Silver
15688,GDR,Gold
15689,GDR,Bronze
15690,GDR,Gold
15691,GDR,Gold
15692,NED,Bronze
15693,GER,Bronze
15694,SWE,Bronze
15695,SUI,Silver
15696,GBR,Silver
15697,GER,Bronze
15698,USA,Bronze
15699,USA,Bronze
15700,GER,Silver
15701,GDR,Silver
15702,GDR,Gold
15703,GER,Gold
15704,GER,Bronze
15705,GDR,Silver
15706,GER,Silver
15707,CAN,Gold
15708,CAN,Silver
15709,URS,Bronze
15710,EST,Silver
15711,EST,Bronze
15712,GER,Gold
15713,ITA,Silver
15714,CUB,Gold
15715,CUB,Gold
15716,CUB,Gold
15717,CUB,Gold
15718,ESP,Gold
15719,BRA,Gold
15720,BRA,Bronze
15721,UKR,Silver
15722,TCH,Silver
15723,CAN,Bronze
15724,URS,Silver
15725,RUS,Gold
15726,CAN,Silver
15727,CAN,Bronze
15728,CAN,Bronze
15729,USA,Gold
15730,AUS,Gold
15731,LTU,Bronze
15732,TCH,Silver
15733,RUS,Silver
15734,URS,Gold
15735,URS,Silver
15736,URS,Silver
15737,RUS,Bronze
15738,FIN,Silver
15739,FIN,Bronze
15740,FRA,Silver
15741,USA,Gold
15742,CUB,Bronze
15743,CUB,Bronze
15744,SWE,Gold
15745,SWE,Gold
15746,DEN,Bronze
15747,TCH,Bronze
15748,TCH,Bronze
15749,SWE,Gold
15750,NOR,Silver
15751,NOR,Silver
15752,NOR,Gold
15753,NOR,Gold
15754,DEN,Bronze
15755,SWE,Silver
15756,SWE,Bronze
15757,NOR,Gold
15758,NOR,Silver
15759,NOR,Gold
15760,NOR,Gold
15761,NOR,Bronze
15762,SWE,Gold
15763,NOR,Gold
15764,SWE,Bronze
15765,SWE,Bronze
15766,SWE,Gold
15767,SWE,Bronze
15768,USA,Gold
15769,USA,Gold
15770,SWE,Gold
15771,SWE,Gold
15772,SWE,Silver
15773,SWE,Bronze
15774,SWE,Gold
15775,SWE,Gold
15776,SWE,Bronze
15777,SWE,Silver
15778,ROU,Bronze
15779,ROU,Silver
15780,ITA,Silver
15781,BLR,Bronze
15782,FRA,Silver
15783,GER,Bronze
15784,CHN,Bronze
15785,CHN,Gold
15786,CHN,Bronze
15787,CHN,Silver
15788,CHN,Gold
15789,CHN,Gold
15790,CAN,Gold
15791,CAN,Gold
15792,CUB,Bronze
15793,FRA,Bronze
15794,ITA,Silver
15795,YUG,Silver
15796,ESP,Silver
15797,FRG,Bronze
15798,GER,Bronze
15799,GER,Silver
15800,YUG,Gold
15801,YUG,Gold
15802,URS,Bronze
15803,URS,Gold
15804,URS,Silver
15805,TCH,Gold
15806,TCH,Bronze
15807,URS,Gold
15808,URS,Gold
15809,URS,Gold
15810,SWE,Silver
15811,SUI,Bronze
15812,SUI,Bronze
15813,GER,Gold
15814,GER,Gold
15815,GER,Bronze
15816,GER,Silver
15817,USA,Bronze
15818,GER,Silver
15819,ARG,Gold
15820,NED,Bronze
15821,BEL,Silver
15822,USA,Gold
15823,RUS,Silver
15824,URS,Gold
15825,FIN,Silver
15826,FIN,Bronze
15827,USA,Silver
15828,USA,Bronze
15829,GER,Bronze
15830,EUN,Bronze
15831,DEN,Silver
15832,DEN,Bronze
15833,UKR,Bronze
15834,CAN,Gold
15835,USA,Silver
15836,GBR,Bronze
15837,USA,Bronze
15838,CAN,Gold
15839,USA,Gold
15840,AUS,Silver
15841,RUS,Bronze
15842,SWE,Silver
15843,USA,Gold
15844,RUS,Gold
15845,EUN,Gold
15846,EUN,Bronze
15847,EUN,Gold
15848,GBR,Bronze
15849,URS,Silver
15850,URS,Silver
15851,URS,Gold
15852,URS,Bronze
15853,URS,Bronze
15854,URS,Gold
15855,URS,Silver
15856,URS,Gold
15857,URS,Silver
15858,URS,Gold
15859,KOR,Bronze
15860,CHN,Silver
15861,CHN,Gold
15862,CHN,Gold
15863,CHN,Gold
15864,CHN,Gold
15865,CHN,Gold
15866,CHN,Gold
15867,CHN,Bronze
15868,CHN,Silver
15869,CHN,Bronze
15870,CHN,Gold
15871,CHN,Silver
15872,CHN,Silver
15873,CHN,Bronze
15874,RSA,Bronze
15875,NED,Bronze
15876,NED,Silver
15877,NED,Bronze
15878,NED,Bronze
15879,NED,Gold
15880,SWE,Silver
15881,FIN,Bronze
15882,FIN,Bronze
15883,FIN,Bronze
15884,NZL,Bronze
15885,JPN,Gold
15886,NED,Bronze
15887,FRA,Silver
15888,CRO,Silver
15889,ROU,Bronze
15890,ESP,Bronze
15891,GBR,Gold
15892,ARG,Silver
15893,GBR,Gold
15894,CAN,Silver
15895,CAN,Silver
15896,CAN,Bronze
15897,CAN,Bronze
15898,GBR,Bronze
15899,USA,Gold
15900,CAN,Bronze
15901,CAN,Silver
15902,GBR,Gold
15903,CAN,Gold
15904,TCH,Gold
15905,GBR,Silver
15906,TCH,Silver
15907,TCH,Bronze
15908,TCH,Silver
15909,CUB,Gold
15910,USA,Bronze
15911,SWE,Bronze
15912,CUB,Silver
15913,CAN,Gold
15914,GBR,Gold
15915,USA,Silver
15916,GBR,Silver
15917,GBR,Silver
15918,SUI,Gold
15919,SUI,Gold
15920,SUI,Bronze
15921,SUI,Silver
15922,SUI,Silver
15923,SUI,Bronze
15924,SUI,Silver
15925,SUI,Silver
15926,GDR,Bronze
15927,GDR,Silver
15928,USA,Gold
15929,CAN,Silver
15930,CAN,Bronze
15931,CAN,Bronze
15932,CAN,Silver
15933,GBR,Gold
15934,AUS,Gold
15935,AUS,Silver
15936,CAN,Gold
15937,USA,Gold
15938,AUS,Bronze
15939,CAN,Gold
15940,CAN,Silver
15941,GBR,Gold
15942,GBR,Bronze
15943,GBR,Gold
15944,CAN,Bronze
15945,GBR,Silver
15946,CAN,Gold
15947,CAN,Gold
15948,CAN,Gold
15949,CAN,Gold
15950,GBR,Bronze
15951,GBR,Gold
15952,AUS,Bronze
15953,CAN,Bronze
15954,USA,Gold
15955,USA,Silver
15956,GBR,Gold
15957,ROU,Gold
15958,CAN,Bronze
15959,SRB,Silver
15960,POL,Gold
15961,HUN,Gold
15962,HUN,Gold
15963,HUN,Bronze
15964,ITA,Gold
15965,GBR,Gold
15966,AUT,Bronze
15967,AUS,Bronze
15968,BUL,Bronze
15969,USA,Gold
15970,USA,Gold
15971,USA,Gold
15972,USA,Gold
15973,USA,Gold
15974,USA,Gold
15975,SUI,Bronze
15976,USA,Bronze
15977,BRA,Bronze
15978,DEN,Gold
15979,DEN,Silver
15980,DEN,Silver
15981,DEN,Bronze
15982,NGR,Bronze
15983,EST,Bronze
15984,JPN,Gold
15985,JPN,Silver
15986,JPN,Gold
15987,FRG,Gold
15988,BEL,Bronze
15989,BUL,Bronze
15990,CZE,Bronze
15991,HUN,Silver
15992,NZL,Bronze
15993,USA,Silver
15994,GDR,Bronze
15995,GDR,Gold
15996,GDR,Gold
15997,USA,Silver
15998,BRA,Gold
15999,ITA,Bronze
16000,ITA,Bronze
16001,USA,Silver
16002,USA,Silver
16003,AUS,Silver
16004,AUS,Bronze
16005,AUS,Bronze
16006,CAN,Silver
16007,USA,Gold
16008,SWE,Bronze
16009,ITA,Gold
16010,GBR,Bronze
16011,HUN,Gold
16012,HUN,Bronze
16013,HUN,Gold
16014,USA,Silver
16015,FRA,Silver
16016,FRA,Bronze
16017,USA,Bronze
16018,USA,Gold
16019,AUS,Bronze
16020,NED,Silver
16021,GER,Gold
16022,GER,Bronze
16023,PAK,Bronze
16024,PAK,Gold
16025,PAK,Silver
16026,PAK,Gold
16027,GBR,Silver
16028,CAN,Bronze
16029,GBR,Bronze
16030,GBR,Silver
16031,GBR,Silver
16032,GBR,Bronze
16033,USA,Silver
16034,USA,Gold
16035,USA,Silver
16036,AUT,Bronze
16037,AUT,Bronze
16038,GDR,Silver
16039,GER,Silver
16040,GER,Gold
16041,AUT,Gold
16042,AUT,Gold
16043,AUT,Silver
16044,AUT,Bronze
16045,GER,Gold
16046,CAN,Gold
16047,INA,Gold
16048,CAN,Bronze
16049,ITA,Gold
16050,ITA,Gold
16051,ITA,Gold
16052,ESP,Gold
16053,ITA,Bronze
16054,NZL,Gold
16055,NZL,Gold
16056,AUS,Gold
16057,AUS,Gold
16058,CAN,Silver
16059,NGR,Bronze
16060,ARG,Silver
16061,ITA,Silver
16062,ITA,Silver
16063,SWE,Bronze
16064,SLO,Bronze
16065,USA,Bronze
16066,POL,Gold
16067,POL,Gold
16068,ITA,Gold
16069,YUG,Bronze
16070,RUS,Gold
16071,URS,Gold
16072,URS,Gold
16073,URS,Silver
16074,BLR,Gold
16075,URS,Bronze
16076,RUS,Bronze
16077,RUS,Bronze
16078,URS,Silver
16079,URS,Gold
16080,URS,Gold
16081,RUS,Silver
16082,RUS,Gold
16083,BUL,Bronze
16084,BUL,Silver
16085,FIN,Bronze
16086,FIN,Silver
16087,FIN,Gold
16088,FIN,Silver
16089,FIN,Gold
16090,URS,Bronze
16091,URS,Silver
16092,URS,Silver
16093,EUN,Bronze
16094,ALG,Silver
16095,URS,Silver
16096,JPN,Bronze
16097,URS,Gold
16098,CAN,Gold
16099,HUN,Silver
16100,RUS,Silver
16101,RUS,Bronze
16102,URS,Gold
16103,RUS,Gold
16104,URS,Gold
16105,ITA,Silver
16106,PER,Silver
16107,EGY,Bronze
16108,POL,Bronze
16109,RUS,Bronze
16110,RUS,Silver
16111,EUN,Gold
16112,RUS,Bronze
16113,ITA,Gold
16114,USA,Silver
16115,USA,Gold
16116,URS,Bronze
16117,EUN,Silver
16118,CHI,Bronze
16119,PUR,Bronze
16120,BUL,Bronze
16121,YUG,Bronze
16122,CZE,Silver
16123,SRB,Silver
16124,RUS,Bronze
16125,GDR,Gold
16126,URS,Silver
16127,ESP,Silver
16128,ESP,Silver
16129,CZE,Bronze
16130,PAK,Silver
16131,PAK,Gold
16132,PAK,Silver
16133,ITA,Bronze
16134,GER,Bronze
16135,FRA,Gold
16136,FIN,Bronze
16137,IND,Bronze
16138,FRA,Silver
16139,FRA,Silver
16140,CUB,Silver
16141,GBR,Gold
16142,GBR,Gold
16143,GBR,Gold
16144,USA,Bronze
16145,CAN,Gold
16146,SWE,Bronze
16147,ESP,Bronze
16148,SWE,Gold
16149,SWE,Gold
16150,SWE,Silver
16151,GRE,Gold
16152,USA,Gold
16153,USA,Gold
16154,USA,Silver
16155,NZL,Silver
16156,USA,Bronze
16157,CAN,Bronze
16158,CAN,Silver
16159,URS,Gold
16160,URS,Gold
16161,URS,Silver
16162,URS,Gold
16163,RUS,Gold
16164,URS,Gold
16165,URS,Gold
16166,RUS,Gold
16167,CAN,Bronze
16168,JPN,Bronze
16169,FRA,Gold
16170,FRA,Silver
16171,FRA,Silver
16172,FRA,Gold
16173,FRA,Silver
16174,FRA,Bronze
16175,USA,Silver
16176,GER,Silver
16177,USA,Gold
16178,USA,Silver
16179,USA,Silver
16180,USA,Bronze
16181,NZL,Gold
16182,CAN,Silver
16183,SRB,Bronze
16184,SRB,Gold
16185,SRB,Gold
16186,AUT,Silver
16187,FRA,Bronze
16188,FRA,Bronze
16189,ITA,Gold
16190,ITA,Gold
16191,IND,Gold
16192,KAZ,Gold
16193,FRG,Silver
16194,FRA,Bronze
16195,GER,Gold
16196,ITA,Bronze
16197,ITA,Gold
16198,ITA,Gold
16199,ITA,Gold
16200,ESP,Bronze
16201,POL,Silver
16202,GRE,Silver
16203,GRE,Bronze
16204,DEN,Silver
16205,FRA,Bronze
16206,URS,Gold
16207,URS,Bronze
16208,URS,Silver
16209,URS,Silver
16210,URS,Gold
16211,URS,Silver
16212,GER,Silver
16213,URS,Gold
16214,URS,Gold
16215,URS,Silver
16216,URS,Gold
16217,URS,Bronze
16218,CAN,Silver
16219,GBR,Bronze
16220,USA,Silver
16221,USA,Silver
16222,USA,Gold
16223,USA,Gold
16224,USA,Gold
16225,ITA,Gold
16226,ITA,Bronze
16227,FIN,Silver
16228,FIN,Gold
16229,FIN,Bronze
16230,USA,Bronze
16231,NZL,Gold
16232,USA,Gold
16233,USA,Silver
16234,ITA,Bronze
16235,FIN,Bronze
16236,FIN,Silver
16237,FIN,Bronze
16238,YUG,Silver
16239,ROU,Bronze
16240,ROU,Bronze
16241,ROU,Gold
16242,BUL,Bronze
16243,USA,Gold
16244,ESP,Gold
16245,CUB,Gold
16246,CUB,Silver
16247,ESP,Gold
16248,FIN,Bronze
16249,BEL,Silver
16250,GDR,Bronze
16251,FIN,Silver
16252,FIN,Gold
16253,GRE,Bronze
16254,FRA,Bronze
16255,AUS,Bronze
16256,URS,Bronze
16257,FIN,Gold
16258,FIN,Gold
16259,FIN,Gold
16260,FIN,Silver
16261,FIN,Silver
16262,FIN,Bronze
16263,FIN,Bronze
16264,NZL,Silver
16265,USA,Silver
16266,USA,Gold
16267,USA,Silver
16268,USA,Gold
16269,RSA,Silver
16270,ITA,Silver
16271,PAR,Silver
16272,CHN,Bronze
16273,GBR,Bronze
16274,CAN,Gold
16275,FRA,Silver
16276,HUN,Bronze
16277,HUN,Silver
16278,ESP,Gold
16279,ITA,Silver
16280,ROU,Bronze
16281,YUG,Gold
16282,USA,Bronze
16283,AUS,Silver
16284,USA,Bronze
16285,FRA,Bronze
16286,BRA,Silver
16287,BRA,Bronze
