id,noc,medal
13748,GDR,Bronze
13749,GDR,Bronze
13750,GDR,Silver
13751,GER,Gold
13752,GER,Bronze
13753,GER,Gold
13754,GER,Gold
13755,GER,Bronze
13756,GER,Silver
13757,GRE,Bronze
13758,BLR,Silver
13759,URS,Gold
13760,URS,Bronze
13761,URS,Bronze
13762,URS,Gold
13763,EUN,Gold
13764,RUS,Silver
13765,RUS,Bronze
13766,URS,Bronze
13767,RUS,Gold
13768,URS,Gold
13769,URS,Silver
13770,BUL,Silver
13771,URS,Gold
13772,USA,Gold
13773,USA,Gold
13774,USA,Gold
13775,USA,Gold
13776,GER,Silver
13777,CAN,Gold
13778,AUT,Gold
13779,CAN,Gold
13780,AUT,Bronze
13781,AUT,Bronze
13782,GDR,Bronze
13783,DEN,Gold
13784,AUT,Silver
13785,NED,Gold
13786,CRO,Silver
13787,USA,Bronze
13788,GER,Bronze
13789,GDR,Silver
13790,AUT,Silver
13791,TCH,Silver
13792,USA,Gold
13793,USA,Silver
13794,GER,Silver
13795,GER,Gold
13796,GER,Silver
13797,GER,Bronze
13798,URS,Bronze
13799,URS,Bronze
13800,FRG,Bronze
13801,RSA,Bronze
13802,URS,Bronze
13803,NOR,Gold
13804,URS,Silver
13805,URS,Silver
13806,DEN,Gold
13807,NOR,Bronze
13808,NOR,Bronze
13809,NOR,Gold
13810,USA,Gold
13811,EUN,Gold
13812,YUG,Silver
13813,YUG,Gold
13814,RUS,Silver
13815,URS,Silver
13816,RUS,Silver
13817,RUS,Bronze
13818,URS,Gold
13819,RUS,Gold
13820,RUS,Bronze
13821,USA,Gold
13822,HUN,Silver
13823,TCH,Silver
13824,USA,Silver
13825,SVK,Silver
13826,SRB,Bronze
13827,NOR,Silver
13828,NOR,Gold
13829,NOR,Silver
13830,FIN,Bronze
13831,GER,Silver
13832,URS,Bronze
13833,GDR,Silver
13834,GDR,Silver
13835,NED,Gold
13836,NED,Gold
13837,NED,Gold
13838,NED,Silver
13839,AUT,Gold
13840,AUT,Gold
13841,SWE,Silver
13842,SWE,Gold
13843,SWE,Silver
13844,SWE,Silver
13845,FIN,Bronze
13846,NED,Bronze
13847,GDR,Gold
13848,GER,Bronze
13849,CZE,Gold
13850,YUG,Silver
13851,YUG,Gold
13852,THA,Bronze
13853,GDR,Silver
13854,GER,Silver
13855,RSA,Bronze
13856,GER,Bronze
13857,GDR,Gold
13858,GDR,Bronze
13859,GDR,Bronze
13860,GER,Silver
13861,SWE,Silver
13862,GER,Silver
13863,RUS,Silver
13864,URS,Gold
13865,URS,Gold
13866,RUS,Silver
13867,URS,Bronze
13868,NED,Bronze
13869,NED,Bronze
13870,NED,Silver
13871,FRG,Silver
13872,URS,Silver
13873,URS,Silver
13874,URS,Silver
13875,USA,Silver
13876,LTU,Silver
13877,POL,Bronze
13878,POL,Bronze
13879,GER,Bronze
13880,GER,Silver
13881,USA,Silver
13882,URS,Silver
13883,URS,Gold
13884,URS,Gold
13885,URS,Bronze
13886,HUN,Silver
13887,URS,Silver
13888,CAN,Silver
13889,UKR,Bronze
13890,URS,Silver
13891,URS,Silver
13892,URS,Silver
13893,URS,Gold
13894,URS,Gold
13895,URS,Gold
13896,RUS,Silver
13897,URS,Bronze
13898,URS,Silver
13899,URS,Silver
13900,RUS,Bronze
13901,RUS,Gold
13902,RUS,Silver
13903,RUS,Gold
13904,RUS,Bronze
13905,URS,Silver
13906,URS,Gold
13907,POL,Gold
13908,POL,Silver
13909,CRO,Silver
13910,KOR,Gold
13911,KOR,Gold
13912,TPE,Silver
13913,HUN,Silver
13914,CZE,Bronze
13915,FRG,Bronze
13916,POL,Bronze
13917,TCH,Silver
13918,TCH,Silver
13919,CZE,Bronze
13920,GER,Silver
13921,JPN,Silver
13922,JPN,Silver
13923,JPN,Bronze
13924,CZE,Gold
13925,USA,Bronze
13926,POL,Gold
13927,POL,Gold
13928,BUL,Silver
13929,URS,Gold
13930,URS,Bronze
13931,URS,Bronze
13932,URS,Gold
13933,URS,Bronze
13934,URS,Gold
13935,POL,Bronze
13936,USA,Gold
13937,USA,Silver
13938,EUN,Gold
13939,RUS,Gold
13940,RUS,Bronze
13941,URS,Gold
13942,EUN,Gold
13943,RUS,Silver
13944,CAN,Silver
13945,USA,Gold
13946,GER,Gold
13947,GER,Silver
13948,GHA,Bronze
13949,GER,Bronze
13950,GER,Bronze
13951,GDR,Silver
13952,USA,Bronze
13953,GER,Gold
13954,GER,Silver
13955,FRG,Bronze
13956,GDR,Silver
13957,GER,Gold
13958,GER,Gold
13959,GER,Bronze
13960,CAN,Silver
13961,GDR,Silver
13962,FRG,Bronze
13963,GER,Silver
13964,GER,Gold
13965,FRG,Bronze
13966,NED,Bronze
13967,NED,Bronze
13968,NED,Bronze
13969,FIN,Bronze
13970,FIN,Bronze
13971,FIN,Bronze
13972,FIN,Silver
13973,FIN,Bronze
13974,FIN,Bronze
13975,AUS,Gold
13976,RUS,Gold
13977,RUS,Silver
13978,RUS,Bronze
13979,YUG,Silver
13980,CRO,Silver
13981,RUS,Silver
13982,URS,Bronze
13983,URS,Gold
13984,URS,Silver
13985,URS,Silver
13986,URS,Bronze
13987,URS,Gold
13988,URS,Gold
13989,URS,Gold
13990,URS,Bronze
13991,URS,Gold
13992,URS,Silver
13993,HUN,Silver
13994,HUN,Bronze
13995,HUN,Silver
13996,HUN,Bronze
13997,POL,Gold
13998,POL,Gold
13999,BLR,Bronze
14000,RUS,Silver
14001,RUS,Bronze
14002,RUS,Bronze
14003,RUS,Bronze
14004,RUS,Gold
14005,EUN,Silver
14006,RUS,Bronze
14007,RUS,Silver
14008,URS,Gold
14009,URS,Silver
14010,URS,Silver
14011,URS,Bronze
14012,URS,Silver
14013,URS,Bronze
14014,RUS,Gold
14015,SCG,Bronze
14016,URS,Silver
14017,JPN,Silver
14018,JPN,Silver
14019,JPN,Silver
14020,GHA,Bronze
14021,IND,Gold
14022,IND,Gold
14023,IND,Bronze
14024,IND,Gold
14025,GER,Gold
14026,GER,Bronze
14027,SWE,Bronze
14028,SWE,Silver
14029,SWE,Bronze
14030,GDR,Gold
14031,SUI,Gold
14032,URS,Gold
14033,RUS,Silver
14034,FIJ,Gold
14035,INA,Bronze
14036,HUN,Bronze
14037,GDR,Bronze
14038,CAN,Gold
14039,GDR,Bronze
14040,AUT,Silver
14041,GER,Bronze
14042,GDR,Silver
14043,GDR,Gold
14044,BRA,Gold
14045,GDR,Silver
14046,GER,Gold
14047,GER,Silver
14048,GER,Silver
14049,GER,Silver
14050,GER,Gold
14051,GER,Bronze
14052,TCH,Gold
14053,TPE,Bronze
14054,TPE,Bronze
14055,TPE,Silver
14056,USA,Gold
14057,GER,Bronze
14058,USA,Silver
14059,USA,Bronze
14060,GER,Silver
14061,URS,Bronze
14062,JPN,Silver
14063,RUS,Gold
14064,GDR,Bronze
14065,GDR,Gold
14066,URS,Bronze
14067,URS,Silver
14068,URS,Silver
14069,URS,Gold
14070,RUS,Gold
14071,USA,Gold
14072,USA,Gold
14073,URS,Gold
14074,EUN,Gold
14075,JPN,Bronze
14076,JPN,Bronze
14077,JPN,Silver
14078,JPN,Silver
14079,GDR,Silver
14080,FIN,Bronze
14081,GER,Silver
14082,GDR,Gold
14083,URS,Gold
14084,LTU,Bronze
14085,LTU,Bronze
14086,YUG,Silver
14087,NOR,Gold
14088,NOR,Bronze
14089,USA,Bronze
14090,GER,Gold
14091,URS,Gold
14092,URS,Gold
14093,JPN,Bronze
14094,FRG,Bronze
14095,GER,Bronze
14096,BLR,Gold
14097,URS,Silver
14098,URS,Gold
14099,URS,Silver
14100,GER,Gold
14101,GER,Gold
14102,GER,Gold
14103,GER,Gold
14104,GER,Silver
14105,POL,Gold
14106,POL,Bronze
14107,HUN,Gold
14108,URS,Silver
14109,RUS,Bronze
14110,RUS,Bronze
14111,FIN,Bronze
14112,JPN,Bronze
14113,JPN,Silver
14114,RUS,Gold
14115,RUS,Silver
14116,RUS,Gold
14117,RUS,Gold
14118,URS,Gold
14119,URS,Gold
14120,RUS,Bronze
14121,RUS,Bronze
14122,URS,Gold
14123,URS,Gold
14124,URS,Gold
14125,YUG,Gold
14126,YUG,Bronze
14127,SVK,Gold
14128,SVK,Silver
14129,SVK,Gold
14130,URS,Bronze
14131,URS,Silver
14132,URS,Gold
14133,URS,Gold
14134,URS,Gold
14135,URS,Bronze
14136,URS,Bronze
14137,URS,Gold
14138,URS,Bronze
14139,URS,Bronze
14140,URS,Silver
14141,URS,Silver
14142,URS,Silver
14143,URS,Bronze
14144,URS,Gold
14145,RUS,Silver
14146,RUS,Gold
14147,RUS,Silver
14148,URS,Silver
14149,RUS,Bronze
14150,NOR,Gold
14151,NOR,Bronze
14152,NOR,Silver
14153,NOR,Bronze
14154,UKR,Bronze
14155,RUS,Bronze
14156,YUG,Silver
14157,CZE,Bronze
14158,EUN,Bronze
14159,KOR,Silver
14160,USA,Silver
14161,USA,Bronze
14162,PRK,Gold
14163,PRK,Bronze
14164,PRK,Silver
14165,TCH,Silver
14166,CAN,Bronze
14167,FIN,Silver
14168,GRE,Silver
14169,GRE,Bronze
14170,EUN,Bronze
14171,TCH,Silver
14172,URS,Gold
14173,FIN,Bronze
14174,CUB,Gold
14175,AUS,Silver
14176,GBR,Silver
14177,CUB,Silver
14178,FIN,Silver
14179,FIN,Bronze
14180,FIN,Bronze
14181,FIN,Bronze
14182,USA,Gold
14183,USA,Bronze
14184,CAN,Bronze
14185,PAN,Bronze
14186,PAN,Bronze
14187,BEL,Silver
14188,FRA,Silver
14189,CAN,Gold
14190,CAN,Gold
14191,CAN,Gold
14192,USA,Silver
14193,FRA,Silver
14194,CUB,Bronze
14195,CUB,Silver
14196,USA,Gold
14197,SUI,Gold
14198,SUI,Gold
14199,TCH,Bronze
14200,USA,Gold
14201,USA,Gold
14202,CRO,Gold
14203,CRO,Bronze
14204,FRA,Gold
14205,FRA,Bronze
14206,FRA,Silver
14207,USA,Silver
14208,FRA,Silver
14209,ESP,Silver
14210,GBR,Bronze
14211,GBR,Silver
14212,USA,Gold
14213,CUB,Silver
14214,SWE,Bronze
14215,TCH,Silver
14216,BEL,Silver
14217,USA,Gold
14218,NED,Bronze
14219,URS,Bronze
14220,USA,Bronze
14221,FRA,Bronze
14222,URS,Silver
14223,RUS,Silver
14224,RUS,Bronze
14225,URS,Bronze
14226,URS,Gold
14227,URS,Gold
14228,FIN,Gold
14229,TCH,Silver
14230,FIN,Silver
14231,FIN,Silver
14232,FIN,Gold
14233,FIN,Bronze
14234,URS,Gold
14235,CHN,Silver
14236,CHN,Silver
14237,FRA,Bronze
14238,CAN,Gold
14239,FIN,Silver
14240,FIN,Silver
14241,GBR,Bronze
14242,JAM,Gold
14243,USA,Gold
14244,FIN,Gold
14245,FIN,Bronze
14246,FIN,Silver
14247,FIN,Silver
14248,FIN,Silver
14249,FIN,Gold
14250,FIN,Gold
14251,FIN,Gold
14252,USA,Silver
14253,USA,Bronze
14254,YUG,Silver
14255,IND,Gold
14256,IND,Silver
14257,IND,Gold
14258,IND,Gold
14259,IND,Gold
14260,TCH,Silver
14261,ESP,Gold
14262,CAN,Bronze
14263,USA,Gold
14264,USA,Silver
14265,FRA,Silver
14266,AUS,Bronze
14267,GBR,Gold
14268,SUI,Silver
14269,USA,Gold
14270,SWE,Silver
14271,CUB,Bronze
14272,GER,Bronze
14273,GER,Silver
14274,NED,Gold
14275,USA,Silver
14276,USA,Silver
14277,USA,Silver
14278,USA,Silver
14279,SUI,Bronze
14280,GER,Bronze
14281,FRG,Bronze
14282,FRG,Silver
14283,URS,Bronze
14284,GHA,Bronze
14285,AUS,Bronze
14286,USA,Bronze
14287,SWE,Gold
14288,AUS,Silver
14289,AUS,Silver
14290,GBR,Gold
14291,AUT,Silver
14292,AUT,Silver
14293,AUT,Bronze
14294,SWE,Silver
14295,NED,Bronze
14296,FRG,Silver
14297,DEN,Gold
14298,ARG,Silver
14299,USA,Gold
14300,FRA,Silver
14301,BEL,Silver
14302,CAN,Bronze
14303,GDR,Gold
14304,FIN,Bronze
14305,GER,Silver
14306,GDR,Bronze
14307,GDR,Gold
14308,GDR,Gold
14309,GDR,Bronze
14310,GDR,Gold
14311,GDR,Gold
14312,CAN,Gold
14313,USA,Bronze
14314,AUS,Gold
14315,AUS,Gold
14316,GBR,Silver
14317,USA,Gold
14318,ITA,Bronze
14319,USA,Gold
14320,FRG,Bronze
14321,DEN,Bronze
14322,CHN,Gold
14323,TCH,Bronze
14324,CZE,Gold
14325,CZE,Bronze
14326,GER,Silver
14327,GER,Gold
14328,GER,Gold
14329,GER,Gold
14330,GER,Gold
14331,GER,Silver
14332,GDR,Silver
14333,GER,Gold
14334,ARG,Bronze
14335,ARG,Bronze
14336,ARG,Gold
14337,GDR,Gold
14338,GER,Gold
14339,GER,Bronze
14340,GER,Bronze
14341,GER,Bronze
14342,GER,Gold
14343,GER,Gold
14344,USA,Silver
14345,POL,Bronze
14346,USA,Silver
14347,CAN,Silver
14348,NED,Bronze
14349,USA,Silver
14350,NOR,Bronze
14351,NOR,Gold
14352,CAN,Bronze
14353,GBR,Bronze
14354,GBR,Silver
14355,GBR,Bronze
14356,GBR,Gold
14357,USA,Bronze
14358,USA,Bronze
14359,GER,Silver
14360,FIN,Bronze
14361,GBR,Bronze
14362,USA,Silver
14363,SWE,Gold
14364,BEL,Silver
14365,BEL,Gold
14366,HUN,Gold
14367,URS,Gold
14368,GER,Silver
14369,ITA,Silver
14370,ITA,Silver
14371,CHN,Silver
14372,CHN,Gold
14373,FRA,Bronze
14374,GBR,Silver
14375,CUB,Bronze
14376,CAN,Gold
14377,RUS,Bronze
14378,URS,Bronze
14379,FRA,Bronze
14380,USA,Bronze
14381,FRA,Bronze
14382,USA,Bronze
14383,FIN,Bronze
14384,FIN,Bronze
14385,USA,Silver
14386,URS,Silver
14387,URS,Gold
14388,URS,Bronze
14389,GRE,Silver
14390,CUB,Silver
14391,CUB,Gold
14392,SUI,Bronze
14393,USA,Bronze
14394,FRA,Gold
14395,CAN,Gold
14396,SWE,Silver
14397,URS,Gold
14398,URS,Gold
14399,RUS,Bronze
14400,BRA,Bronze
14401,AUS,Silver
14402,AUS,Bronze
14403,GBR,Gold
14404,BEL,Gold
14405,CAN,Silver
14406,CAN,Gold
14407,USA,Gold
14408,USA,Gold
14409,FRA,Silver
14410,DEN,Silver
14411,NOR,Gold
14412,CAN,Silver
14413,NOR,Bronze
14414,DEN,Bronze
14415,DEN,Silver
14416,NOR,Bronze
14417,DEN,Bronze
14418,DEN,Bronze
14419,DEN,Silver
14420,DEN,Silver
14421,DEN,Silver
14422,DEN,Gold
14423,NOR,Gold
14424,NOR,Bronze
14425,NOR,Silver
14426,NOR,Bronze
14427,NOR,Silver
14428,NOR,Bronze
14429,NOR,Gold
14430,USA,Gold
14431,USA,Gold
14432,USA,Silver
14433,USA,Gold
14434,USA,Bronze
14435,USA,Silver
14436,USA,Bronze
14437,SWE,Silver
14438,SWE,Silver
14439,SWE,Silver
14440,SWE,Gold
14441,SWE,Bronze
14442,SWE,Gold
14443,SWE,Bronze
14444,SWE,Gold
14445,SWE,Gold
14446,SWE,Bronze
14447,SWE,Silver
14448,SWE,Silver
14449,SWE,Bronze
14450,SWE,Bronze
14451,SWE,Bronze
14452,SWE,Silver
14453,SWE,Bronze
14454,SWE,Bronze
14455,SWE,Bronze
14456,BLR,Bronze
14457,ESP,Gold
14458,URS,Gold
14459,URS,Gold
14460,EUN,Silver
14461,RUS,Silver
14462,AUS,Bronze
14463,RUS,Gold
14464,ITA,Bronze
14465,RUS,Silver
14466,SWE,Bronze
14467,FRA,Silver
14468,AUS,Silver
14469,FIN,Bronze
14470,NED,Silver
14471,ESP,Silver
14472,CUB,Gold
14473,FRA,Bronze
14474,GER,Gold
14475,POL,Gold
14476,POL,Silver
14477,GER,Silver
14478,ITA,Bronze
14479,NED,Gold
14480,URS,Gold
14481,URS,Gold
14482,URS,Bronze
14483,URS,Gold
14484,URS,Gold
14485,URS,Silver
14486,URS,Gold
14487,URS,Gold
14488,URS,Gold
14489,URS,Bronze
14490,URS,Silver
14491,URS,Silver
14492,URS,Silver
14493,URS,Gold
14494,URS,Gold
14495,URS,Silver
14496,URS,Bronze
14497,URS,Bronze
14498,GER,Silver
14499,GER,Gold
14500,GDR,Gold
14501,GDR,Gold
14502,HUN,Silver
14503,GDR,Gold
14504,GER,Bronze
14505,GER,Gold
14506,AUT,Silver
14507,ARG,Bronze
14508,USA,Bronze
14509,GER,Gold
14510,USA,Gold
14511,USA,Silver
14512,GER,Bronze
14513,CAN,Bronze
14514,CAN,Silver
14515,FRA,Bronze
14516,GBR,Silver
14517,GBR,Gold
14518,FIN,Bronze
14519,FIN,Bronze
14520,FIN,Silver
14521,CAN,Bronze
14522,CAN,Bronze
14523,CAN,Bronze
14524,CAN,Silver
14525,CMR,Gold
14526,FRA,Bronze
14527,USA,Bronze
14528,GBR,Gold
14529,NED,Bronze
14530,FIN,Silver
14531,FIN,Bronze
14532,SWE,Silver
14533,URS,Silver
14534,ITA,Bronze
14535,DEN,Gold
14536,USA,Bronze
14537,AUS,Bronze
14538,AUS,Bronze
14539,AUS,Silver
14540,GBR,Bronze
14541,GBR,Bronze
14542,SUI,Gold
14543,ARG,Gold
14544,FRA,Gold
14545,FRA,Silver
14546,USA,Bronze
14547,ITA,Gold
14548,BLR,Bronze
14549,ROU,Gold
14550,BLR,Bronze
14551,YUG,Gold
14552,URS,Gold
14553,EUN,Gold
14554,RUS,Gold
14555,RUS,Bronze
14556,RUS,Gold
14557,RUS,Gold
14558,RUS,Gold
14559,DEN,Silver
14560,GBR,Bronze
14561,NGR,Gold
14562,USA,Bronze
14563,CAN,Gold
14564,USA,Silver
14565,USA,Silver
14566,JAM,Silver
14567,CAN,Bronze
14568,USA,Bronze
14569,USA,Gold
14570,JAM,Silver
14571,JAM,Silver
14572,JAM,Gold
14573,GBR,Silver
14574,GBR,Gold
14575,USA,Gold
14576,FRA,Silver
14577,NZL,Bronze
14578,USA,Bronze
14579,IND,Gold
14580,IND,Silver
14581,IND,Gold
14582,CAN,Silver
14583,CAN,Bronze
14584,CAN,Bronze
14585,USA,Silver
14586,URS,Bronze
14587,URS,Gold
14588,URS,Bronze
14589,URS,Silver
14590,ROU,Bronze
14591,FRA,Bronze
14592,YUG,Gold
14593,GRE,Silver
14594,GRE,Silver
14595,URS,Silver
14596,CUB,Gold
14597,CUB,Silver
14598,CUB,Gold
14599,CUB,Silver
14600,MNE,Silver
14601,BLR,Silver
14602,EUN,Gold
14603,RUS,Gold
14604,RUS,Gold
14605,RUS,Silver
14606,RUS,Bronze
14607,RUS,Gold
14608,RUS,Gold
14609,POL,Silver
14610,POL,Bronze
14611,POL,Gold
14612,TPE,Bronze
14613,CHN,Silver
14614,CHN,Silver
14615,CHN,Gold
14616,CHN,Silver
14617,CHN,Silver
14618,CAN,Bronze
14619,FRA,Silver
14620,FRA,Bronze
14621,FRA,Bronze
14622,RSA,Silver
14623,RSA,Gold
14624,RSA,Silver
14625,RSA,Silver
14626,FRA,Bronze
14627,FRA,Silver
14628,FRA,Gold
14629,FRA,Gold
14630,FRA,Gold
14631,CAN,Gold
14632,CAN,Gold
14633,FRA,Gold
14634,NED,Gold
14635,GBR,Gold
14636,GBR,Silver
14637,GBR,Bronze
14638,GBR,Gold
14639,GBR,Silver
14640,GBR,Silver
14641,GBR,Silver
14642,GBR,Bronze
14643,USA,Gold
14644,AUS,Silver
14645,SWE,Gold
14646,USA,Bronze
14647,USA,Silver
14648,USA,Bronze
14649,USA,Gold
14650,USA,Silver
14651,USA,Gold
14652,BUL,Bronze
14653,CAN,Silver
14654,RUS,Bronze
14655,URS,Silver
14656,RUS,Silver
14657,RUS,Gold
14658,RUS,Bronze
14659,RUS,Silver
14660,RUS,Silver
14661,CAN,Silver
14662,CAN,Bronze
14663,CAN,Bronze
14664,BEL,Bronze
14665,FRA,Silver
14666,FRA,Gold
14667,RUS,Gold
14668,ITA,Gold
14669,CAN,Silver
14670,USA,Silver
14671,FRA,Silver
14672,FRA,Bronze
14673,CAN,Gold
14674,USA,Gold
14675,FRA,Bronze
14676,USA,Bronze
14677,USA,Silver
14678,USA,Gold
14679,USA,Gold
14680,USA,Gold
14681,USA,Gold
14682,USA,Silver
14683,USA,Gold
14684,URS,Bronze
14685,URS,Silver
14686,URS,Bronze
14687,URS,Gold
14688,URS,Silver
14689,URS,Bronze
14690,URS,Gold
14691,URS,Silver
14692,URS,Gold
14693,CAN,Silver
14694,POL,Bronze
14695,POL,Bronze
14696,KOR,Silver
14697,KOR,Bronze
14698,KOR,Bronze
14699,KOR,Silver
14700,KOR,Silver
14701,KOR,Bronze
14702,KOR,Gold
14703,KOR,Bronze
14704,KOR,Bronze
14705,MAS,Silver
14706,MAS,Silver
14707,MAS,Silver
14708,KOR,Gold
14709,KOR,Silver
14710,KOR,Bronze
14711,USA,Gold
14712,USA,Bronze
14713,KOR,Silver
14714,KOR,Silver
14715,KOR,Gold
14716,KOR,Silver
14717,KOR,Silver
14718,KOR,Silver
14719,KOR,Bronze
14720,KOR,Gold
14721,KOR,Silver
14722,KOR,Gold
14723,KOR,Bronze
14724,KOR,Silver
14725,KOR,Gold
14726,KOR,Gold
14727,CAN,Bronze
14728,KOR,Bronze
14729,KOR,Silver
14730,KOR,Gold
14731,KOR,Silver
14732,KOR,Bronze
14733,KOR,Bronze
14734,KOR,Silver
14735,KOR,Gold
14736,KOR,Gold
14737,KOR,Silver
14738,KOR,Bronze
14739,HKG,Gold
14740,KOR,Silver
14741,KOR,Gold
14742,KOR,Bronze
14743,USA,Gold
14744,USA,Bronze
14745,USA,Gold
14746,USA,Gold
14747,KOR,Silver
14748,KOR,Silver
14749,KOR,Gold
14750,KOR,Gold
14751,KOR,Silver
14752,KOR,Gold
14753,KOR,Silver
14754,KOR,Gold
14755,KOR,Gold
14756,KOR,Bronze
14757,KOR,Silver
14758,KOR,Bronze
14759,KOR,Silver
14760,KOR,Bronze
14761,KOR,Gold
14762,KOR,Gold
14763,KOR,Bronze
14764,KOR,Silver
14765,KOR,Bronze
14766,AUS,Bronze
14767,KOR,Gold
14768,USA,Bronze
14769,AUS,Bronze
14770,HKG,Bronze
14771,KOR,Gold
14772,KOR,Silver
14773,KOR,Gold
14774,KOR,Bronze
14775,KOR,Gold
14776,GBR,Silver
14777,CAN,Gold
14778,AUS,Bronze
14779,AUS,Gold
14780,NED,Bronze
14781,NED,Gold
14782,USA,Silver
14783,NOR,Silver
14784,FRA,Gold
14785,FRA,Gold
14786,FRA,Silver
14787,NOR,Bronze
14788,USA,Bronze
14789,POL,Gold
14790,POL,Gold
14791,RUS,Gold
14792,RUS,Silver
14793,FRA,Bronze
14794,GER,Bronze
14795,GDR,Gold
14796,GDR,Silver
14797,GDR,Silver
14798,GDR,Bronze
14799,GDR,Silver
14800,GDR,Gold
14801,GDR,Bronze
14802,GER,Gold
14803,SUI,Silver
14804,SUI,Silver
14805,SUI,Silver
14806,FIN,Bronze
14807,NOR,Gold
14808,GER,Bronze
14809,FIN,Bronze
14810,FIN,Bronze
14811,FIN,Bronze
14812,FIN,Bronze
14813,FIN,Bronze
14814,FIN,Bronze
14815,FIN,Bronze
14816,FIN,Silver
14817,FIN,Bronze
14818,FIN,Bronze
14819,FIN,Bronze
14820,FIN,Gold
14821,FIN,Gold
14822,FIN,Silver
14823,FIN,Bronze
14824,FIN,Silver
14825,FIN,Bronze
14826,CHN,Silver
14827,GER,Bronze
14828,GBR,Gold
14829,BRA,Silver
14830,BRA,Bronze
14831,BRA,Bronze
14832,FIN,Bronze
14833,GER,Bronze
14834,USA,Bronze
14835,RSA,Bronze
14836,SUI,Silver
14837,FRG,Bronze
14838,NED,Bronze
14839,BRA,Bronze
14840,AUT,Silver
14841,GER,Gold
14842,GER,Bronze
14843,SWE,Bronze
14844,NED,Bronze
14845,NED,Bronze
14846,YUG,Silver
14847,FRA,Silver
14848,NOR,Silver
14849,FRA,Bronze
14850,FRA,Bronze
14851,FRA,Bronze
14852,GBR,Bronze
14853,GBR,Gold
14854,AUS,Bronze
14855,URS,Gold
14856,HUN,Silver
14857,HUN,Gold
14858,CAN,Gold
14859,GER,Bronze
14860,SWE,Bronze
14861,SWE,Bronze
14862,SWE,Bronze
14863,SWE,Gold
14864,SWE,Gold
14865,GRE,Silver
14866,FRA,Gold
14867,BEL,Bronze
14868,FIN,Bronze
14869,CUB,Gold
14870,TTO,Bronze
14871,FRA,Gold
14872,FRA,Gold
14873,FRA,Bronze
14874,HUN,Bronze
14875,AUT,Gold
14876,GER,Gold
14877,AUS,Bronze
14878,AUS,Gold
14879,AUS,Silver
14880,AUS,Bronze
14881,AUS,Gold
14882,AUS,Gold
14883,AUS,Gold
14884,USA,Gold
14885,USA,Bronze
14886,ESP,Gold
14887,CUB,Silver
14888,USA,Bronze
14889,USA,Gold
14890,CUB,Silver
14891,USA,Gold
14892,SUI,Bronze
14893,ITA,Bronze
14894,UKR,Silver
14895,ITA,Bronze
14896,GRE,Silver
14897,URS,Gold
14898,URS,Bronze
14899,URS,Bronze
14900,URS,Silver
14901,URS,Gold
14902,URS,Gold
14903,ROU,Silver
14904,FRA,Silver
14905,USA,Gold
14906,EUN,Gold
14907,FIN,Bronze
14908,FIN,Bronze
14909,FRA,Silver
14910,NOR,Bronze
14911,POL,Bronze
14912,USA,Gold
14913,USA,Silver
14914,USA,Silver
14915,ITA,Gold
14916,ITA,Gold
14917,ITA,Bronze
14918,GBR,Silver
14919,FRA,Gold
14920,BLR,Silver
14921,FRA,Gold
14922,USA,Gold
14923,USA,Gold
14924,USA,Gold
14925,USA,Gold
14926,POL,Silver
14927,BUL,Gold
14928,URS,Bronze
14929,FRA,Bronze
14930,GER,Silver
14931,GER,Silver
14932,SWE,Gold
14933,AUS,Bronze
14934,GBR,Silver
14935,USA,Gold
14936,RUS,Gold
14937,POL,Bronze
14938,CAN,Bronze
14939,SUI,Gold
14940,FRA,Bronze
14941,GER,Gold
14942,NED,Silver
14943,ROU,Bronze
14944,ROU,Bronze
14945,ROU,Bronze
14946,SUI,Gold
14947,HUN,Bronze
14948,URS,Bronze
14949,FRA,Silver
14950,ITA,Gold
14951,FRA,Silver
14952,FRA,Silver
14953,FRA,Gold
14954,FRA,Silver
14955,USA,Bronze
14956,RUS,Bronze
14957,RUS,Gold
14958,KAZ,Silver
14959,HUN,Bronze
14960,ITA,Bronze
14961,GER,Bronze
14962,GER,Silver
14963,GER,Bronze
14964,FRA,Bronze
14965,NED,Bronze
14966,USA,Gold
14967,USA,Gold
14968,USA,Gold
14969,USA,Gold
14970,USA,Gold
14971,USA,Gold
14972,USA,Gold
14973,USA,Silver
14974,USA,Gold
14975,USA,Gold
14976,USA,Gold
14977,USA,Gold
14978,USA,Silver
14979,AUS,Silver
14980,GBR,Bronze
14981,GBR,Gold
14982,CAN,Bronze
14983,AUS,Bronze
14984,AUS,Silver
14985,CAN,Gold
14986,CAN,Bronze
14987,AUS,Silver
14988,AUS,Bronze
14989,CAN,Bronze
14990,USA,Gold
14991,USA,Gold
14992,USA,Silver
14993,USA,Gold
14994,CAN,Bronze
14995,GBR,Gold
14996,GER,Gold
14997,SWE,Bronze
14998,FRA,Silver
14999,USA,Bronze
15000,USA,Silver
15001,USA,Silver
15002,USA,Silver
15003,USA,Gold
15004,USA,Bronze
15005,USA,Gold
15006,USA,Bronze
15007,USA,Gold
15008,USA,Gold
15009,USA,Silver
15010,PRK,Bronze
15011,PRK,Bronze
15012,PRK,Silver
15013,PRK,Bronze
15014,HKG,Silver
15015,CHN,Bronze
15016,CHN,Silver
15017,CHN,Bronze
15018,CHN,Silver
15019,CHN,Bronze
15020,SUI,Gold
15021,CHN,Silver
